region,state,code,park_name,type,visitors,year
SE,VI,VIIS,Virgin Islands National Park,National Park,693494,2002
SE,VI,VIIS,Virgin Islands National Park,National Park,821681,2003
SE,VI,VIIS,Virgin Islands National Park,National Park,793590,2004
SE,VI,VIIS,Virgin Islands National Park,National Park,803040,2005
SE,VI,VIIS,Virgin Islands National Park,National Park,677289,2006
SE,VI,VIIS,Virgin Islands National Park,National Park,571382,2007
SE,VI,VIIS,Virgin Islands National Park,National Park,469034,2008
SE,VI,VIIS,Virgin Islands National Park,National Park,415847,2009
SE,VI,VIIS,Virgin Islands National Park,National Park,493477,2010
SE,VI,VIIS,Virgin Islands National Park,National Park,442414,2011
SE,VI,VIIS,Virgin Islands National Park,National Park,483341,2012
SE,VI,VIIS,Virgin Islands National Park,National Park,438601,2013
SE,VI,VIIS,Virgin Islands National Park,National Park,426930,2014
SE,VI,VIIS,Virgin Islands National Park,National Park,438372,2015
SE,VI,VIIS,Virgin Islands National Park,National Park,411343,2016
